"143,RT @seanhannity: Obama: “I can afford to give up a lot of my current lifestyle to benefit ",,,
"the planet because I’ll still have a lot left ove…,Positive ",,,
"144,@nytimes Not satisfied with dividing America ",,,Obama launches his “DIVIDE THE WORLD 
"TOUR”,Negative ",,,
"145,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,,
"his """"active hostility toward climate science"""" and f…"",Negative ",,,
"146,""https://t.co/2GioILibMV ",,,
"In an address to the U.N. Climate Change Conference, former President Barack Obama returne… ",,,
https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv,,,5/18
"09/11/2021, 20:59",,https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv
"https://t.co/oAy5qBnXZt"",Positive ",,
"147,""RT @nytimes: """"Vote like your life depends on it, because it does,"""" said former ",,
"President Barack Obama in an address to young people at the…"",Positive ",,
"148,""RT @AdamBandt: Last night at COP26 Barack Obama said “vote like your life depends on it, ",,
because it does.” ,,
"Today, Scott Morrison’s approva…"",Negative ",,
"149,""RT @Lowkey0nline: As president, Obama gave $700bn in subsidies to fossil fuel companies ",,
"yearly, while spending only 0.2% of the national bu…"",Positive ",,
"150,""RT @nytimes: """"Vote like your life depends on it, because it does,"""" said former ",,
"President Barack Obama in an address to young people at the…"",Negative ",,
"151,RT @Veritatem2021: COP26: so Barack Obama thinks that urging young people to stay angry ",,
and,"frustrated is good for their physical and ment…,Positive ",
"152,""RT @GrayConnolly: Even after 8 years as President, Obama has this almost unworldly ",,
"naivete - perhaps he really did believe all his own nons…"",Positive ",,
"153,""RT @joshrogin: President Obama decides not to leave politics at the water's edge. In ",,
"Glasgow, he says the GOP has an """"active hostility for…"",Negative ",,
"154,RT @people: Barack Obama Urges Young People to 'Stay Angry' About Climate Change: 'The ",,
World Is Full of Gretas',,"https://t.co/n2qqRrsslF,Positive "
"155,""RT @BBCWorld: """"We are nowhere near where we need to be yet"""" ",,
"Former US President Barack Obama says most countries have """"failed to meet acti…"",Positive ",,
"156,@Ciroc_Obama @disorderedstar @mr_blah_blah__ I got mine last week ��",,",Negative "
"157,RT @JesseKellyDC: The true believers in “climate change” are so much more embarrassing ",,
"than Obama. Obama just uses you all like chumps to e…,Negative ",,
"158,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,
"his """"active hostility toward climate science"""" and f…"",Positive ",,
"159,""RT @Reuters: In a speech at #COP26, former U.S. President Barack Obama criticized China ",,
"and Russia for their 'lack of urgency' in curbing e…"",Positive ",,
"160,RT @BBCWorld: “In the US alone more than 3m people now work in clean energy... more than ",,
"the number of people currently employed by the ent…,Negative ",,
"161,RT @KatiePavlich: Barack Obama owns an energy guzzling mansion on the ocean in Martha’s ",,
"Vineyard. The elites aren’t afraid of “climate chan…,Positive ",,
"162,""RT @disclosetv: NOW - Obama on """"climate change"""" at #COP26: """"The first and most ",,
"important is... vote like your life depends on it."""" https://…"",Positive ",,
"163,""RT @AvengerResister: If you find yourself agreeing with former President Obama, let’s ",,
"follow each other."",Negative ",,
"164,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,
"his """"active hostility toward climate science"""" and f…"",Negative ",,
"165,""@SomersetBean Obama was a record-breaking dealer of arms, which means death, ",,
"destruction, &amp; toxicity.",,"https://t.co/Y1XpcLzXUw"",Positive "
"166,RT @ElieNYC: @RadioFreeTom @DrJasonJohnson If Barack Obama (or Michelle) ran for the Dem ",,
"nomination again they'd win in a walk. The only re…,Negative ",,
"167,""RT @Lowkey0nline: As president, Obama gave $700bn in subsidies to fossil fuel companies ",,
"yearly, while spending only 0.2% of the national bu…"",Positive ",,
"168,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,
"his """"active hostility toward climate science"""" and f…"",Negative ",,
"169,""RT @MacPean: Obama can bolt, we have long memories and remember that he backed a so ",,
called 'strong and united' UK.,,"Keep yer neb out Scotla…"",Negative "
"170,""RT @Amy_Siskind: Obama going hard at Trump without naming him in his Glasgow speech, ",,
"noting the vacuum of US leadership on the world stage…"",Positive ",,
"171,""RT @nytimes: """"Vote like your life depends on it, because it does,"""" said former ",,
"President Barack Obama in an address to young people at the…"",Positive ",,
"172,What's next for migrant families separated under Trump? https://t.co/nPhpLBS5oR via ",,
"@YahooIs Is he also going to pa… https://t.co/5RqzMKooOh,Positive ",,
"173,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,
"his """"active hostility toward climate science"""" and f…"",Negative ",,
"174,""RT @OccupyDemocrats: BREAKING: Former President Obama rips Trump on the world stage for ",,
"his """"active hostility toward climate science"""" and f…"",Negative ",,
"175,RT @KatiePavlich: Barack Obama owns an energy guzzling mansion on the ocean in Martha’s ",,
"Vineyard. The elites aren’t afraid of “climate chan…,Positive ",,
"176,""Dear @NFL the military coverage was cringe worthy! Narrated by Tom Cruise, are we ",,
"supposed to look past his comment… https://t.co/nNOsDSHuZW"",Positive ",,
"177,RT @cg_evie: Just like they thought they were insulting President Obama by calling his ",,
"healthcare “Obamacare.” It became a winning plus for…,Negative ",,
https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv,,6/18
"09/11/2021, 20:59",https://raw.githubusercontent.com/kchapagain/Krishna_INFO5731_Fall2021/main/tweets.csv,,,,
"178,RT @AHMalcolm: CNN announces that climate-warming advocate Barack Obama will take a ",,,,,
"verbal swipe at Donald Trump for '4 years of active hos…,Positive ",,,,,
"179,""RT @45rapeKatiejohn: #RemoveGosarJack ",,,,,
Just Announced ,,,,,
"""""President Obama tried to warn us about Trump being unfit"""" ",,,,,
"https://t.co/I8aVvpHd1s"",Negative ",,,,,
"180,Obama what am I doing with my life https://t.co/k87PLuXUOG ",,,,,
"https://t.co/8UGg7WXqiU,Positive ",,,,,
